measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
33560,17147,mea,1,,length,0.43391,,
33561,17148,mea,1,,length,0.4392,,
33562,17149,mea,1,,length,0.4445,,
33563,17150,mea,1,,length,0.4445,,
33564,17151,mea,1,,length,0.45508,,
33565,17152,mea,1,,length,0.46037,,
33566,17153,mea,1,,length,0.47625,,
33567,17154,mea,1,,length,0.48154,,
33568,17155,mea,1,,length,0.48154,,
33569,17156,mea,1,,length,0.48683,,
33570,17157,mea,1,,length,0.48683,,
33571,17158,mea,1,,length,0.5027,,
33572,17159,mea,1,,length,0.51329,,
33573,17160,mea,1,,length,0.51858,,
33574,17161,mea,1,,length,0.51858,,
33575,17162,mea,1,,length,0.51858,,
33576,17163,mea,1,,length,0.52387,,
33577,17164,mea,1,,length,0.52916,,
33578,17165,mea,1,,length,0.53445,,
33579,17166,mea,1,,length,0.53445,,
33580,17167,mea,1,,length,0.53975,,
33581,17168,mea,1,,length,0.53975,,
33582,17169,mea,1,,length,0.55562,,
33583,17170,mea,1,,length,0.5715,,
33584,17171,mea,1,,length,0.5715,,
33585,17172,mea,1,,length,0.57679,,
33586,17173,mea,1,,length,0.57679,,
33587,17174,mea,1,,length,0.60325,,
33588,17175,mea,1,,length,0.60325,,
33589,17176,mea,1,,length,0.61912,,
33590,17177,mea,1,,length,0.635,,
33591,17178,mea,1,,length,0.64558,,
33592,17179,mea,1,,length,0.67204,,
33593,17180,mea,1,,length,0.67733,,
33594,17181,mea,1,,length,0.67733,,
33595,17182,mea,1,,length,0.68791,,
33596,17183,mea,1,,length,0.6932,,
33597,17184,mea,1,,length,0.6932,,
33598,17185,mea,1,,length,0.6985,,
33599,17186,mea,1,,length,0.70379,,
33600,17187,mea,1,,length,0.70379,,
33601,17188,mea,1,,length,0.70379,,
33602,17189,mea,1,,length,0.78316,,
33603,17190,mea,1,,length,0.78316,,
33604,17191,mea,1,,length,0.83608,,
33605,17192,mea,1,,length,0.84137,,
33606,17193,mea,1,,length,0.85195,,
33607,17194,mea,1,,length,0.85725,,
33608,17195,mea,1,,length,0.91016,,
33609,17196,mea,1,,length,0.97366,,
33610,17197,mea,1,,length,0.98954,,
33611,17198,mea,1,,length,1.00012,,
33612,17199,mea,1,,length,1.11125,,
33613,17200,mea,1,,length,1.1377,,
33614,17201,mea,1,,length,1.21708,,
33615,17202,mea,1,,length,1.21708,,
33616,17203,mea,1,,length,1.22766,,
33617,17204,mea,1,,length,1.49225,,
33618,17205,mea,1,,length,1.56104,,
33619,17206,mea,1,,length,1.7145,,
33620,17207,mea,1,,length,1.76741,,
33621,17208,mea,1,,length,1.97908,,
33622,17209,mea,1,,length,2.159,,
33623,17210,mea,1,,length,2.39183,,
33624,17211,mea,1,,length,3.50308,,
33625,17212,mea,1,,length,0.43391,,
33626,17213,mea,1,,length,0.4392,,
33627,17214,mea,1,,length,0.4392,,
33628,17215,mea,1,,length,0.4392,,
33629,17216,mea,1,,length,0.4392,,
33630,17217,mea,1,,length,0.4445,,
33631,17218,mea,1,,length,0.46566,,
33632,17219,mea,1,,length,0.48683,,
33633,17220,mea,1,,length,0.49212,,
33634,17221,mea,1,,length,0.49212,,
33635,17222,mea,1,,length,0.49741,,
33636,17223,mea,1,,length,0.49741,,
33637,17224,mea,1,,length,0.49741,,
33638,17225,mea,1,,length,0.5027,,
33639,17226,mea,1,,length,0.5027,,
33640,17227,mea,1,,length,0.508,,
33641,17228,mea,1,,length,0.51858,,
33642,17229,mea,1,,length,0.52916,,
33643,17230,mea,1,,length,0.53445,,
33644,17231,mea,1,,length,0.5662,,
33645,17232,mea,1,,length,0.57679,,
33646,17233,mea,1,,length,0.58208,,
33647,17234,mea,1,,length,0.60325,,
33648,17235,mea,1,,length,0.61912,,
33649,17236,mea,1,,length,0.61912,,
33650,17237,mea,1,,length,0.67733,,
33651,17238,mea,1,,length,0.70908,,
33652,17239,mea,1,,length,0.74083,,
33653,17240,mea,1,,length,0.75141,,
33654,17241,mea,1,,length,0.762,,
33655,17242,mea,1,,length,0.78316,,
33656,17243,mea,1,,length,0.79904,,
33657,17244,mea,1,,length,0.80962,,
33658,17245,mea,1,,length,0.8202,,
33659,17246,mea,1,,length,0.86783,,
33660,17247,mea,1,,length,0.86783,,
33661,17248,mea,1,,length,0.89429,,
33662,17249,mea,1,,length,0.97366,,
33663,17250,mea,1,,length,0.98954,,
33664,17251,mea,1,,length,1.06891,,
33665,17252,mea,1,,length,1.18533,,
33666,17253,mea,1,,length,1.18533,,
33667,17254,mea,1,,length,1.24883,,
33668,17255,mea,1,,length,1.36525,,
33669,17256,mea,1,,length,1.48166,,
33670,17257,mea,1,,length,1.49225,,
33671,17258,mea,1,,length,2.29658,,
33672,17259,mea,1,,length,2.89454,,
33673,17260,mea,1,,length,2.921,,
33674,17261,mea,1,,length,4.40266,,
33675,17262,mea,1,,length,5.60387,,
33676,17263,mea,1,,length,7.68879,,
33677,17264,mea,1,,length,0.27516,,
33678,17265,mea,1,,length,0.32808,,
33679,17266,mea,1,,length,0.39158,,
33680,17267,mea,1,,length,0.41275,,
33681,17268,mea,1,,length,0.48154,,
33682,17269,mea,1,,length,0.80962,,
33683,17270,mea,1,,length,0.83079,,
33684,17271,mea,1,,length,1.397,,
33685,17272,mea,1,,width,0.0635,,
33686,17273,mea,1,,width,0.07937,,
33687,17274,mea,1,,width,0.14287,,
33688,17275,mea,1,,width,0.15875,,
33689,17276,mea,1,,width,0.1905,,
33690,17277,mea,1,,width,0.24341,,
33691,17278,mea,1,,length,0.41804,,
33692,17279,mea,1,,length,0.42333,,
33693,17280,mea,1,,length,0.45508,,
33694,17281,mea,1,,length,0.46037,,
33695,17282,mea,1,,length,0.52387,,
33696,17283,mea,1,,length,0.52916,,
33697,17284,mea,1,,length,0.53445,,
33698,17285,mea,1,,length,0.59266,,
33699,17286,mea,1,,length,0.78316,,
33700,17287,mea,1,,length,0.8202,,
33701,17288,mea,1,,length,0.83079,,
33702,17289,mea,1,,length,0.98954,,
33703,17290,mea,1,,length,1.11125,,
33704,17291,mea,1,,length,1.34408,,
33705,17292,mea,1,,width,0.16404,,
33706,17293,mea,1,,width,0.23283,,
33707,17294,mea,1,,width,0.30162,,
35745,18328,mea,1,,width,15,,
35746,18328,mea,1,,length,50,,
35784,18348,mea,1,,length,15,,
35785,18349,mea,1,,length,18,,
35786,18350,mea,1,,length,9.7,,
35787,18351,mea,1,,length,13.3,,
35788,18352,mea,1,,length,12.2,,
35789,18353,mea,1,,length,10.7,,
35790,18354,mea,1,,length,15,,
35791,18355,mea,1,,width,5.8,,
35792,18355,mea,1,,length,12,,
35802,18362,mea,1,,length,19,,
35803,18362,mea,1,,width,14,,
174801,18362,mea,1,,height,15,,
35804,18363,mea,1,,length,6,,
35805,18363,mea,1,,width,6,,
174811,18363,mea,1,,height,5,,
36150,18546,mea,1,,width,216,,
36151,18546,mea,1,,length,447,,
36447,18713,mea,1,,width,9,,
36448,18713,mea,1,,length,105,,
36449,18714,mea,1,,width,6,,
36450,18714,mea,1,,length,88,,
36451,18715,mea,1,,width,6,,
36452,18715,mea,1,,length,82,,
36453,18716,mea,1,,length,150,,
36454,18717,mea,1,,length,177,,
36533,18777,mea,1,,length,21,,
36534,18778,mea,1,,length,18,,
36535,18779,mea,1,,length,33,,
36536,18780,mea,1,,length,35,,
36894,19067,mea,1,,length,1950,,
36895,19068,mea,1,,length,1130,,
36896,19069,mea,1,,length,1900,,
36897,19069,mea,1,,circumference,1100,,
36898,19070,mea,1,,length,1120,,
37304,19293,mea,1,,width,1.5,,
37305,19293,mea,1,,length,3.6,,
37306,19294,mea,1,,width,0.8,,
37307,19294,mea,1,,length,1.5,,
37308,19295,mea,1,,width,1.2,,
37309,19295,mea,1,,length,2.5,,
37310,19296,mea,1,,width,0.8,,
37311,19296,mea,1,,length,1.5,,
37330,19309,mea,1,,width,11,,
37331,19309,mea,1,,length,42,,
37332,19310,mea,1,,width,19,,
37333,19310,mea,1,,length,58,,
37334,19311,mea,1,,length,56,,
37335,19312,mea,1,,length,18.2,,
37336,19313,mea,1,,length,10.5,,
37337,19314,mea,1,,width,3.8,,
37338,19314,mea,1,,length,12.5,,
37339,19315,mea,1,,width,4.7,,
37340,19315,mea,1,,length,15.5,,
37341,19316,mea,1,,length,14.2,,
37518,19432,mea,1,,length,6.3,,
37519,19433,mea,1,,length,8.2,,
37544,19452,mea,1,,width,7.8,,
37545,19452,mea,1,,length,39,,
37546,19453,mea,1,,width,10.4,,
37547,19453,mea,1,,length,38,,
37572,19467,mea,1,,width,4.6,,
37573,19467,mea,1,,length,21.7,,
37588,19475,mea,1,,width,3.4,,
37589,19475,mea,1,,length,10.4,,
37590,19476,mea,1,,width,1.8,,
37591,19476,mea,1,,length,7.6,,
37592,19477,mea,1,,width,3.1,,
37593,19477,mea,1,,length,11.9,,
37606,19484,mea,1,,width,15,,
37607,19484,mea,1,,length,40,,
37608,19485,mea,1,,width,10.8,,
37609,19485,mea,1,,length,25,,
37610,19486,mea,1,,width,12.5,,
37611,19486,mea,1,,length,30,,
37664,19519,mea,1,,width,3,,
37665,19519,mea,1,,length,7.8,,
37666,19520,mea,1,,width,3.4,,
37667,19520,mea,1,,length,9.8,,
37668,19521,mea,1,,length,19,,
37669,19522,mea,1,,length,16.5,,
37670,19523,mea,1,,length,12,,
37671,19524,mea,1,,length,18,,
37672,19525,mea,1,,width,6,,
37673,19525,mea,1,,length,17,,
37674,19526,mea,1,,length,15,,
37675,19527,mea,1,,length,9,,
37676,19528,mea,1,,length,40,,
37677,19529,mea,1,,length,10,,
37678,19530,mea,1,,length,60,,
37679,19531,mea,1,,length,26,,
37680,19532,mea,1,,length,24,,
37681,19533,mea,1,,width,4.7,,
37682,19533,mea,1,,length,13.5,,
37683,19534,mea,1,,length,11.8,,
37684,19535,mea,1,,length,10.5,,
37685,19536,mea,1,,length,11.8,,
37755,19584,mea,1,,width,18,,
37756,19584,mea,1,,length,90,,
37757,19585,mea,1,,length,300,,
37758,19586,mea,1,,width,28,,
37759,19586,mea,1,,length,150,,
37760,19587,mea,1,,width,35,,
37761,19588,mea,1,,width,16,,
37762,19589,mea,1,,length,200,,
37763,19590,mea,1,,length,120,,
260109,19590,mea,1,,width,22,,
37764,19591,mea,1,,width,12.6,,
37765,19591,mea,1,,length,67.7,,
37767,19593,mea,1,,width,8,,
37768,19593,mea,1,,length,31,,
37769,19594,mea,1,,length,20,,
37770,19595,mea,1,,length,32,,
37771,19596,mea,1,,length,35,,
37772,19597,mea,1,,length,22,,
37773,19598,mea,1,,width,20,,
37774,19598,mea,1,,length,75,,
37775,19599,mea,1,,length,80,,
37776,19600,mea,1,,width,18,,
37777,19600,mea,1,,length,62,,
37778,19601,mea,1,,width,20,,
37779,19601,mea,1,,length,62,,
37780,19602,mea,1,,width,10,,
37781,19602,mea,1,,length,57,,
37782,19603,mea,1,,width,10,,
37783,19603,mea,1,,length,50,,
37784,19604,mea,1,,width,7,,
37785,19604,mea,1,,length,42,,
37786,19605,mea,1,,width,7,,
37787,19605,mea,1,,length,37,,
37788,19606,mea,1,,width,9,,
37789,19606,mea,1,,length,40,,
37790,19607,mea,1,,length,35,,
37791,19608,mea,1,,width,7,,
37792,19608,mea,1,,length,42,,
37793,19609,mea,1,,width,13,,
37794,19609,mea,1,,length,55,,
37795,19610,mea,1,,length,70,,
262625,19610,mea,1,,width,15,,
37796,19611,mea,1,,width,7,,
37797,19611,mea,1,,length,26,,
37798,19612,mea,1,,width,14,,
37799,19612,mea,1,,length,48,,
37800,19613,mea,1,,width,14,,
37801,19613,mea,1,,length,48,,
37802,19614,mea,1,,width,9,,
37803,19614,mea,1,,length,38,,
37804,19615,mea,1,,width,10,,
37805,19615,mea,1,,length,30,,
37806,19616,mea,1,,length,21.5,,
37810,19616,mea,1,,width,6,,
37807,19617,mea,1,,width,7,,
37808,19617,mea,1,,length,21,,
37809,19618,mea,1,,length,25,,
37811,19619,mea,1,,width,12,,
37812,19619,mea,1,,length,38,,
37813,19620,mea,1,,width,11,,
37814,19620,mea,1,,length,33,,
37815,19621,mea,1,,width,8.6,,
37816,19621,mea,1,,length,26.7,,
37817,19622,mea,1,,width,10.9,,
37818,19622,mea,1,,length,34.7,,
37819,19623,mea,1,,width,6.1,,
37820,19623,mea,1,,length,19.1,,
37821,19624,mea,1,,width,6.1,,
37822,19624,mea,1,,length,18.6,,
37823,19625,mea,1,,width,5.5,,
37824,19625,mea,1,,length,13.9,,
37825,19626,mea,1,,width,7.8,,
37826,19626,mea,1,,length,26,,
37827,19627,mea,1,,width,1.3,,
37828,19627,mea,1,,length,8.8,,
37829,19628,mea,1,,width,4.6,,
37830,19628,mea,1,,length,14.3,,
37831,19629,mea,1,,width,10.2,,
37832,19629,mea,1,,length,32.8,,
37833,19630,mea,1,,width,9.8,,
37834,19630,mea,1,,length,28.2,,
37835,19631,mea,1,,width,11.5,,
37836,19631,mea,1,,length,25,,
37837,19632,mea,1,,width,12.8,,
37838,19632,mea,1,,length,38.5,,
37839,19633,mea,1,,width,11.8,,
37840,19633,mea,1,,length,37.9,,
37841,19634,mea,1,,width,10.3,,
37842,19634,mea,1,,length,30.7,,
37843,19635,mea,1,,width,8.2,,
37844,19635,mea,1,,length,28.8,,
38075,19761,mea,1,,width,3.4,,
38076,19761,mea,1,,length,5,,
38077,19762,mea,1,,length,12,,
38078,19763,mea,1,,length,18,,
38080,19763,mea,1,,width,5,,
38079,19764,mea,1,,length,5.5,,
38091,19771,mea,1,,width,1.8,,
38092,19771,mea,1,,length,7.5,,
38093,19772,mea,1,,width,10,,
38094,19772,mea,1,,length,44,,
38095,19773,mea,1,,width,3.5,,
38096,19773,mea,1,,length,15.5,,
38097,19774,mea,1,,width,2.3,,
38098,19774,mea,1,,length,9,,
38099,19775,mea,1,,length,24,,
38100,19776,mea,1,,length,23,,
38101,19777,mea,1,,width,3.75,,
38102,19777,mea,1,,length,16.5,,
38103,19778,mea,1,,length,10.5,,
38104,19779,mea,1,,width,13,,
38105,19779,mea,1,,length,45,,
38106,19780,mea,1,,width,30.6,,
38107,19780,mea,1,,length,95,,
38108,19781,mea,1,,length,22.5,,
38109,19782,mea,1,,width,18.3,,
38110,19782,mea,1,,length,75,,
38111,19783,mea,1,,width,8.7,,
38112,19783,mea,1,,length,39,,
38113,19784,mea,1,,length,20,,
38114,19785,mea,1,,width,8.3,,
38115,19785,mea,1,,length,40,,
38116,19786,mea,1,,length,30,,
81343,19786,mea,1,,width,7.5,,
38117,19787,mea,1,,width,13.1,,
38118,19787,mea,1,,length,55,,
38119,19788,mea,1,,width,10,,
38120,19788,mea,1,,length,20,,
38121,19789,mea,1,,length,16.5,,
38122,19790,mea,1,,length,12.5,,
38123,19791,mea,1,,width,6.8,,
38124,19791,mea,1,,length,16,,
38125,19792,mea,1,,length,12,,
38126,19793,mea,1,,length,13.5,,
38127,19794,mea,1,,length,8,,
38128,19795,mea,1,,length,8.5,,
38129,19796,mea,1,,length,11,,
38130,19797,mea,1,,width,5.1,,
38131,19797,mea,1,,length,11,,
38132,19798,mea,1,,length,19.5,,
38133,19799,mea,1,,width,1.8,,
38134,19799,mea,1,,length,5.3,,
38135,19800,mea,1,,width,2.9,,
38136,19800,mea,1,,length,16,,
38137,19801,mea,1,,width,3,,
38138,19801,mea,1,,length,18,,
38139,19802,mea,1,,length,10,,
38140,19803,mea,1,,width,2.3,,
38141,19803,mea,1,,length,14,,
38142,19804,mea,1,,length,17,,
38143,19805,mea,1,,length,18.5,,
38144,19805,mea,1,,width,2.9,,
38145,19806,mea,1,,width,2.6,,
38146,19806,mea,1,,length,13.75,,
38155,19812,mea,1,,length,12.7,,
38156,19813,mea,1,,width,8.7,,
38157,19813,mea,1,,length,20.4,,
38158,19814,mea,1,,length,3.8,,
38159,19815,mea,1,,width,2.6,,
38160,19815,mea,1,,length,6.6,,
38161,19816,mea,1,,length,13,,
38162,19817,mea,1,,width,7,,
38163,19817,mea,1,,length,19,,
38164,19818,mea,1,,length,4,,
38165,19819,mea,1,,width,3,,
38166,19819,mea,1,,length,6.2,,
38167,19820,mea,1,,length,5.3,,
38168,19821,mea,1,,width,4,,
38169,19821,mea,1,,length,7.9,,
38170,19822,mea,1,,length,6.7,,
38171,19823,mea,1,,width,4.5,,
38172,19823,mea,1,,length,9.7,,
38173,19824,mea,1,,length,18.2,,
38174,19825,mea,1,,width,12,,
38175,19825,mea,1,,length,23.4,,
38176,19826,mea,1,,length,17.9,,
38177,19827,mea,1,,width,11.6,,
38178,19827,mea,1,,length,23.3,,
38179,19828,mea,1,,length,12.7,,
38180,19829,mea,1,,width,9.3,,
38181,19829,mea,1,,length,18.1,,
38182,19830,mea,1,,length,10.9,,
38183,19831,mea,1,,width,6.6,,
38184,19831,mea,1,,length,13.9,,
38185,19832,mea,1,,length,5.3,,
38186,19833,mea,1,,width,2.3,,
38187,19833,mea,1,,length,8.7,,
38188,19834,mea,1,,length,4.6,,
38189,19835,mea,1,,width,3.7,,
38190,19835,mea,1,,length,7.4,,
38191,19836,mea,1,,length,4.8,,
38192,19837,mea,1,,width,3.7,,
38193,19838,mea,1,,length,10.1,,
38194,19839,mea,1,,width,6.6,,
38195,19839,mea,1,,length,13.9,,
38206,19847,mea,1,,width,1.73,,
38207,19847,mea,1,,length,3.68,,
38208,19848,mea,1,,width,5.17,,
38209,19848,mea,1,,length,20.8,,
38210,19849,mea,1,,length,14,,
38211,19850,mea,1,,length,19,,
38212,19851,mea,1,,length,20,,
38213,19852,mea,1,,length,25,,
38214,19853,mea,1,,length,20,,
38215,19854,mea,1,,length,22.5,,
38216,19855,mea,1,,length,25,,
38225,19861,mea,1,,length,45,,
38227,19861,mea,1,,width,13,,
38226,19862,mea,1,,length,60,,
38229,19862,mea,1,,width,13.9,,
38228,19863,mea,1,,width,12.2,,
38230,19864,mea,1,,width,4.7,,
38231,19864,mea,1,,length,11,,
38232,19865,mea,1,,width,4,,
38233,19865,mea,1,,length,10,,
38234,19866,mea,1,,length,25,,
38235,19867,mea,1,,width,6,,
38236,19867,mea,1,,length,18.5,,
38237,19868,mea,1,,width,6,,
38238,19868,mea,1,,length,22,,
38239,19869,mea,1,,length,14,,
38240,19870,mea,1,,length,12,,
38241,19871,mea,1,,length,16,,
38242,19872,mea,1,,length,18,,
38243,19873,mea,1,,length,21,,
38244,19874,mea,1,,length,60,,
38299,19902,mea,1,,length,6,,
38300,19903,mea,1,,length,7,,
38301,19904,mea,1,,length,10,,
38302,19905,mea,1,,length,13,,
38303,19906,mea,1,,width,2.5,,
38304,19906,mea,1,,length,6.5,,
38305,19907,mea,1,,length,6,,
38306,19908,mea,1,,length,8,,
38307,19909,mea,1,,length,9,,
38308,19910,mea,1,,length,9.5,,
38309,19911,mea,1,,length,9,,
38310,19912,mea,1,,length,11,,
38311,19913,mea,1,,length,10,,
38312,19914,mea,1,,length,11.5,,
38313,19915,mea,1,,length,11,,
38314,19916,mea,1,,length,8,,
38315,19917,mea,1,,length,8,,
38316,19918,mea,1,,length,12,,
38317,19919,mea,1,,length,10.5,,
38318,19920,mea,1,,length,17,,
38319,19921,mea,1,,length,12,,
38320,19922,mea,1,,length,19,,
38321,19923,mea,1,,width,3.5,,
38322,19923,mea,1,,length,9.8,,
38388,19972,mea,1,,length,12,,
38419,19988,mea,1,,length,28,,
38420,19989,mea,1,,length,17,,
38427,19993,mea,1,,length,14,,
38428,19994,mea,1,,length,17,,
38463,20013,mea,1,,length,24,,
38496,20031,mea,1,,width,7.6,,
38497,20031,mea,1,,length,26.5,,
38498,20032,mea,1,,width,8,,
38499,20032,mea,1,,length,26.4,,
38500,20033,mea,1,,width,5,,
38501,20033,mea,1,,length,20,,
38514,20040,mea,1,,length,11,,
38515,20041,mea,1,,length,9,,
38516,20042,mea,1,,length,13,,
38517,20043,mea,1,,length,16,,
38518,20044,mea,1,,length,18,,
38519,20045,mea,1,,length,17,,
38576,20081,mea,1,,length,3.2,,
38577,20082,mea,1,,width,0.78,,
38578,20082,mea,1,,length,2.02,,
38579,20083,mea,1,,width,15.5,,
38580,20083,mea,1,,length,50,,
38581,20084,mea,1,,width,18,,
38582,20084,mea,1,,length,50,,
38606,20097,mea,1,,width,49,,
38607,20097,mea,1,,length,260,,
38608,20098,mea,1,,width,50,,
38609,20099,mea,1,,width,3,,
38610,20099,mea,1,,length,8,,
38611,20100,mea,1,,width,2.5,,
38612,20100,mea,1,,length,7,,
38613,20101,mea,1,,width,1.8,,
38614,20101,mea,1,,length,4,,
38615,20102,mea,1,,length,5.5,,
38616,20103,mea,1,,width,1.5,,
38617,20103,mea,1,,length,1,,
38618,20104,mea,1,,width,2.6,,
38619,20104,mea,1,,length,8,,
38620,20105,mea,1,,width,2.6,,
38621,20105,mea,1,,length,7,,
38622,20106,mea,1,,width,2.3,,
38623,20106,mea,1,,length,8.2,,
38624,20107,mea,1,,width,2.5,,
38625,20107,mea,1,,length,7,,
38626,20108,mea,1,,width,2.4,,
38627,20108,mea,1,,length,7,,
38628,20109,mea,1,,width,2.8,,
38629,20109,mea,1,,length,7.5,,
38630,20110,mea,1,,width,3.4,,
38631,20110,mea,1,,length,7.5,,
38632,20111,mea,1,,length,1.1,,
38633,20112,mea,1,,length,0.8,,
38634,20113,mea,1,,length,1.1,,
38640,20117,mea,1,,length,16,,
38648,20125,mea,1,,length,14,,
38649,20126,mea,1,,length,2.7,,
38650,20127,mea,1,,length,3.2,,
38651,20128,mea,1,,length,4.7,,
38652,20129,mea,1,,length,3.2,,
38653,20130,mea,1,,length,3.7,,
38654,20131,mea,1,,length,3.7,,
38655,20132,mea,1,,length,5.1,,
38656,20133,mea,1,,length,2.3,,
38657,20134,mea,1,,length,3.5,,
38658,20135,mea,1,,length,3.7,,
38659,20136,mea,1,,length,16.5,,
38660,20137,mea,1,,length,12,,
38661,20138,mea,1,,length,11.8,,
38662,20139,mea,1,,length,17,,
38663,20140,mea,1,,length,9,,
38664,20141,mea,1,,length,15,,
38665,20142,mea,1,,length,7.5,,
38666,20143,mea,1,,width,1.5,,
38667,20143,mea,1,,length,5,,
38670,20146,mea,1,,length,11,,
38671,20147,mea,1,,length,21,,
38672,20148,mea,1,,width,10.3,,
38673,20148,mea,1,,length,49,,
38674,20149,mea,1,,width,10.7,,
38675,20149,mea,1,,length,50,,
38676,20150,mea,1,,width,9.6,,
38677,20150,mea,1,,length,50,,
38678,20151,mea,1,,width,13,,
38679,20151,mea,1,,length,66,,
38680,20152,mea,1,,width,13.4,,
38681,20152,mea,1,,length,66,,
38682,20153,mea,1,,width,12,,
38683,20153,mea,1,,length,64,,
38684,20154,mea,1,,width,27,,
38685,20154,mea,1,,length,107,,
38686,20155,mea,1,,width,33.7,,
38687,20155,mea,1,,length,140,,
38688,20156,mea,1,,width,27.7,,
38689,20156,mea,1,,length,230,,
38690,20157,mea,1,,width,30,,
38691,20157,mea,1,,length,155,,
38692,20158,mea,1,,width,28,,
38693,20158,mea,1,,length,150,,
38694,20159,mea,1,,width,32,,
38695,20159,mea,1,,length,160,,
38696,20160,mea,1,,width,19.5,,
38697,20160,mea,1,,length,100,,
38698,20161,mea,1,,width,17.1,,
38699,20161,mea,1,,length,71,,
38700,20162,mea,1,,width,16.9,,
38701,20162,mea,1,,length,72,,
38702,20163,mea,1,,width,16.8,,
38703,20163,mea,1,,length,70,,
38704,20164,mea,1,,width,50,,
38705,20164,mea,1,,length,240,,
38706,20165,mea,1,,width,37.7,,
38707,20165,mea,1,,length,180,,
38708,20166,mea,1,,width,22.8,,
38709,20166,mea,1,,length,105,,
38710,20167,mea,1,,width,27,,
38711,20167,mea,1,,length,130,,
38712,20168,mea,1,,width,32.6,,
38713,20168,mea,1,,length,150,,
38714,20169,mea,1,,width,18.3,,
38715,20169,mea,1,,length,79,,
38716,20170,mea,1,,width,8.15,,
38717,20170,mea,1,,length,17.2,,
38718,20171,mea,1,,width,7.75,,
38719,20171,mea,1,,length,18.6,,
38720,20172,mea,1,,length,12,,
38721,20173,mea,1,,width,15.7,,
38722,20173,mea,1,,length,85,,
38723,20174,mea,1,,length,17,,
38724,20175,mea,1,,length,17,,
38725,20176,mea,1,,length,15,,
38726,20177,mea,1,,length,35,,
38727,20178,mea,1,,length,25,,
38728,20179,mea,1,,length,35,,
38729,20180,mea,1,,length,20,,
38731,20182,mea,1,,length,5,,
38732,20183,mea,1,,length,15,,
38733,20184,mea,1,,length,7,,
